,Jurisdiction,Date,Cumulative Case Rate,Percent
42447,Venango,2020-04-13,11.8,0.1565028250086209
8084,Cameron,2020-04-13,22.5,0.29841640361813304
46499,Tioga,2020-04-13,32.0,0.4244144407013448
13296,Lycoming,2020-04-13,25.6,0.33953155256107587
43888,Blair,2020-04-13,9.0,0.11936656144725323
42705,Beaver,2020-04-13,95.2,1.2626329610865008
45845,Perry,2020-04-13,36.7,0.4867503116793549
48252,Clarion,2020-04-13,41.6,0.5517387729117482
13087,Snyder,2020-04-13,66.9,0.887291440091249
8194,Wyoming,2020-04-13,52.3,0.6936523515212604
43831,Union,2020-04-13,37.8,0.5013395580784635
8803,Montgomery,2020-04-13,290.0,3.846255868855937
34705,Bucks,2020-04-13,199.4,2.6446324836202546
43410,Greene,2020-04-13,63.5,0.8421974057667311
47081,Erie,2020-04-13,16.7,0.22149128624101433
7453,Sullivan,2020-04-13,16.5,0.21883869598663092
1865,Susquehanna,2020-04-13,74.4,0.9867635746306268
35662,Clinton,2020-04-13,20.7,0.27454309132868243
35081,Lawrence,2020-04-13,63.1,0.8368922252579643
7127,Potter,2020-04-13,24.2,0.32096342078039203
7387,Elk,2020-04-13,10.0,0.13262951271917026
15590,Schuylkill,2020-04-13,142.9,1.8952757367569428
41575,Wayne,2020-04-13,120.7,1.6008382185203849
47907,Northampton,2020-04-13,386.9,5.131435847104697
42045,Washington,2020-04-13,33.8,0.4482877529907954
42049,Westmoreland,2020-04-13,65.9,0.874028488819332
39674,Dauphin,2020-04-13,90.2,1.1963182047269156
41726,McKean,2020-04-13,12.3,0.1631343006445794
46866,Fayette,2020-04-13,45.6,0.6047905779994164
45380,Chester,2020-04-13,118.5,1.5716597257221674
41144,Lancaster,2020-04-13,159.4,2.1141144327435737
36325,Columbia,2020-04-13,198.6,2.634022122602721
45725,Bradford,2020-04-13,31.5,0.4177829650653863
30397,Crawford,2020-04-13,20.1,0.26658532056553225
39602,Lehigh,2020-04-13,487.1,6.460383564550783
36111,Berks,2020-04-13,297.3,3.9430754131409316
45710,Lackawanna,2020-04-13,232.7,3.0862887609750915
44498,Allegheny,2020-04-13,73.2,0.9708480331043262
41006,Centre,2020-04-13,43.1,0.5716331998196238
44601,Montour,2020-04-13,230.4,3.0557839730496825
6666,Monroe,2020-04-13,497.4,6.596991962651528
41505,Westmoreland,2020-04-14,67.6,0.8550900627403358
6520,Northumberland,2020-04-14,64.9,0.8209370572758552
42406,Greene,2020-04-14,63.5,0.8032280914794576
1706,Philadelphia,2020-04-14,478.3,6.0501416717263705
13243,Armstrong,2020-04-14,44.8,0.5666869054847197
33805,Butler,2020-04-14,77.7,0.9828476017000607
29308,Luzerne,2020-04-14,492.7,6.232291034203603
44048,Lebanon,2020-04-14,246.1,3.1129832017810157
30872,Northampton,2020-04-14,411.4,5.2039060918842335
13238,Cambria,2020-04-14,10.8,0.13661202185792348
6776,Wyoming,2020-04-14,52.3,0.6615563651082776
10437,Potter,2020-04-14,24.2,0.30611212305201374
41460,Wayne,2020-04-14,128.5,1.6254300748836268
7232,Fulton,2020-04-14,13.8,0.1745598057073467
44543,Lancaster,2020-04-14,169.3,2.1415199352357823
12218,Elk,2020-04-14,10.0,0.12649261283141064
30797,Mercer,2020-04-14,43.0,0.5439182351750658
44621,Indiana,2020-04-14,51.1,0.6463772515685083
31988,Lawrence,2020-04-14,67.8,0.8576199149969641
41259,Cumberland,2020-04-14,52.5,0.6640862173649058
6515,Sullivan,2020-04-14,16.5,0.20871281117182755
44473,Adams,2020-04-14,62.1,0.78551912568306
8097,Montgomery,2020-04-14,304.6,3.8529649868447686
41697,Lehigh,2020-04-14,523.1,6.61682857721109
11195,Forest,2020-04-14,96.6,1.2219186399514268
9342,Schuylkill,2020-04-14,152.1,1.923952641165756
33075,Crawford,2020-04-14,20.1,0.2542501517911354
15176,Bucks,2020-04-14,213.4,2.699352357822303
43515,Pike,2020-04-14,496.3,6.27782837482291
8777,Warren,2020-04-14,2.6,0.03288807933616677
36583,Berks,2020-04-14,317.9,4.021200161910544
41028,Fayette,2020-04-14,45.6,0.5768063145112325
3138,Susquehanna,2020-04-14,91.7,1.1599372596640356
47646,Columbia,2020-04-14,206.3,2.6095426027120014
36232,Perry,2020-04-14,36.7,0.4642278890912771
44308,Centre,2020-04-14,44.3,0.5603622748431492
43096,Franklin,2020-04-14,51.0,0.6451123254401943
41982,Allegheny,2020-04-14,74.2,0.938575187209067
30552,Washington,2020-04-14,34.3,0.43386966201173843
47441,Beaver,2020-04-14,96.4,1.2193887876947986
46868,Clearfield,2020-04-14,12.6,0.15938069216757741
8637,Cameron,2020-04-14,22.5,0.2846083788706739
13362,Juniata,2020-04-14,197.9,2.5032888079336164
48170,Erie,2020-04-14,16.7,0.21124266342845577
11798,Mifflin,2020-04-14,30.3,0.38327261687917424
32152,Tioga,2020-04-14,32.0,0.40477636106051407
37595,Carbon,2020-04-14,172.9,2.18705727585509
37704,Lackawanna,2020-04-14,247.5,3.1306921675774135
46820,Clarion,2020-04-14,41.6,0.5262092693786683
46778,Clinton,2020-04-14,20.7,0.26183970856102
13328,Huntingdon,2020-04-14,26.6,0.3364703501315523
46665,Montour,2020-04-14,235.9,2.983960736692977
40218,Bradford,2020-04-14,31.5,0.3984517304189435
43162,York,2020-04-14,86.2,1.0903663226067597
32077,McKean,2020-04-14,12.3,0.1555859137826351
42878,Somerset,2020-04-14,19.1,0.24160089050799435
13307,Snyder,2020-04-14,66.9,0.8462355798421373
9155,Bedford,2020-04-14,18.8,0.237806112123052
26948,Delaware,2020-04-14,330.0,4.174256223436551
30589,Chester,2020-04-14,125.5,1.5874822910342035
41774,Venango,2020-04-14,11.8,0.14926128314106454
32664,Jefferson,2020-04-14,4.6,0.058186601902448884
43654,Dauphin,2020-04-14,97.4,1.2320380489779397
48226,Blair,2020-04-14,9.8,0.12396276057478244
8907,Lycoming,2020-04-14,25.6,0.32382108884841126
48328,Monroe,2020-04-14,512.7,6.485276259866424
45907,Union,2020-04-14,40.1,0.5072353774539566
869,Northumberland,2020-04-15,68.2,0.8204906100744697
32255,Perry,2020-04-15,36.7,0.4415250057145607
46402,Lancaster,2020-04-15,178.1,2.142659496396819
48343,Greene,2020-04-15,66.2,0.7964293018611421
39389,Carbon,2020-04-15,176.1,2.1185981881834914
39947,Clearfield,2020-04-15,12.6,0.15158624174396362
18747,Schuylkill,2020-04-15,167.7,2.0175406936875158
47798,Wayne,2020-04-15,134.3,1.6157168465249456
8441,Snyder,2020-04-15,66.9,0.8048507597358069
5902,Columbia,2020-04-15,229.4,2.759832052068671
42771,Washington,2020-04-15,35.3,0.4246820899652313
31997,Pike,2020-04-15,510.7,6.144055052273192
36643,Centre,2020-04-15,45.0,0.54137943479987
12233,Elk,2020-04-15,10.0,0.12030654106663778
8230,Sullivan,2020-04-15,16.5,0.19850579275995234
1052,Lycoming,2020-04-15,25.6,0.30798474513059276
47240,Lehigh,2020-04-15,539.6,6.491740955955775
8775,Potter,2020-04-15,24.2,0.29114182938126343
40977,Westmoreland,2020-04-15,68.5,0.8240998063064688
20701,Chester,2020-04-15,133.1,1.601280061596949
24897,Bucks,2020-04-15,228.7,2.7514105941940064
40335,Butler,2020-04-15,79.8,0.9600461977117696
47361,Beaver,2020-04-15,102.5,1.2331420459330373
48091,Northampton,2020-04-15,424.8,5.110621864510773
0,Philadelphia,2020-04-15,496.8,5.9768289601905655
43557,McKean,2020-04-15,12.3,0.14797704551196447
31690,Lebanon,2020-04-15,266.6,3.207372384836564
13333,Cambria,2020-04-15,10.8,0.1299310643519688
6757,Fulton,2020-04-15,13.8,0.16602302667196014
45973,Montour,2020-04-15,257.8,3.101502628697922
7991,Bedford,2020-04-15,23.0,0.27670504445326694
41588,Union,2020-04-15,44.5,0.5353641077465382
44312,Erie,2020-04-15,18.5,0.22256710097327992
45626,Mercer,2020-04-15,45.7,0.5498008926745347
14715,Delaware,2020-04-15,351.5,4.228774918492318
31535,Lawrence,2020-04-15,67.8,0.8156783484318042
12034,Cameron,2020-04-15,22.5,0.270689717399935
46624,Dauphin,2020-04-15,103.5,1.245172700039701
35203,Luzerne,2020-04-15,507.5,6.105556959131868
10019,Armstrong,2020-04-15,49.4,0.5943143128691907
34060,Lackawanna,2020-04-15,265.7,3.196544796140566
34061,Blair,2020-04-15,10.7,0.12872799894130244
13288,Huntingdon,2020-04-15,26.6,0.3200153992372565
45170,Monroe,2020-04-15,527.4,6.344966975854477
41844,Jefferson,2020-04-15,4.6,0.055341008890653375
43338,Franklin,2020-04-15,51.6,0.620781751903851
9092,Wyoming,2020-04-15,56.0,0.6737166299731716
8534,Montgomery,2020-04-15,314.8,3.7872499127777575
8054,Susquehanna,2020-04-15,116.5,1.4015712034263301
43433,Adams,2020-04-15,65.0,0.7819925169331456
12189,Mifflin,2020-04-15,32.5,0.3909962584665728
46455,Clarion,2020-04-15,46.8,0.5630346121918648
44196,Fayette,2020-04-15,46.4,0.5582223505491993
41171,Berks,2020-04-15,337.4,4.059142695588359
43913,York,2020-04-15,89.7,1.079149673367741
8611,Cumberland,2020-04-15,54.9,0.6604829104558415
44529,Bradford,2020-04-15,31.5,0.37896560435990906
35850,Crawford,2020-04-15,20.1,0.24181614754394198
13304,Juniata,2020-04-15,230.2,2.7694565753540017
47590,Allegheny,2020-04-15,76.1,0.9155327775171135
7771,Forest,2020-04-15,96.6,1.162161186703721
10043,Venango,2020-04-15,11.8,0.1419617184586326
46090,Tioga,2020-04-15,32.0,0.3849809314132409
38665,Indiana,2020-04-15,52.3,0.6292032097785156
41963,Clinton,2020-04-15,20.7,0.24903454000794023
42467,Somerset,2020-04-15,19.1,0.2297854934372782
8664,Warren,2020-04-15,2.6,0.03127970067732583
6589,Susquehanna,2020-04-16,133.9,1.5174695996101495
48150,Northampton,2020-04-16,440.2,4.988723806933441
37127,Delaware,2020-04-16,391.5,4.436813653826539
31099,Pike,2020-04-16,535.8,6.072144969911262
445,Philadelphia,2020-04-16,533.1,6.041546255057287
8545,Sullivan,2020-04-16,16.5,0.18699214632985411
18772,Bucks,2020-04-16,246.1,2.7890161946531573
39489,Monroe,2020-04-16,548.0,6.210405829621822
12434,Armstrong,2020-04-16,49.4,0.5598431532542298
46074,Mercer,2020-04-16,51.2,0.580242296490214
8672,Bedford,2020-04-16,27.1,0.3071204342750937
43262,Clarion,2020-04-16,46.8,0.5303777241355863
47599,Crawford,2020-04-16,20.1,0.22779043280182232
38721,Erie,2020-04-16,19.6,0.22212400412516006
8680,Snyder,2020-04-16,69.4,0.7865003003207198
45041,Indiana,2020-04-16,52.3,0.5927084395788709
38957,Adams,2020-04-16,68.0,0.7706343000260655
37289,Union,2020-04-16,44.5,0.5043121522229399
47618,Luzerne,2020-04-16,523.0,5.927084395788709
39565,Washington,2020-04-16,36.7,0.4159158648670089
44227,Venango,2020-04-16,11.8,0.133727716769229
40001,Blair,2020-04-16,10.7,0.12126157368057207
41352,Centre,2020-04-16,45.0,0.5099785808996021
12121,Potter,2020-04-16,24.2,0.2742551479504527
7393,Elk,2020-04-16,10.0,0.11332857353324492
47456,Westmoreland,2020-04-16,71.4,0.8091660150273688
42470,McKean,2020-04-16,12.3,0.13939414544589124
47120,Jefferson,2020-04-16,4.6,0.05213114382529266
46525,Lackawanna,2020-04-16,281.9,3.194732487902174
7459,Cumberland,2020-04-16,62.0,0.7026371559061185
44012,Wayne,2020-04-16,142.1,1.6103990299074102
29775,Somerset,2020-04-16,20.4,0.2311902900078196
13252,Cambria,2020-04-16,10.8,0.12239485941590451
6176,Warren,2020-04-16,2.6,0.02946542911864368
44075,Clinton,2020-04-16,25.9,0.2935210054511043
30006,Tioga,2020-04-16,34.5,0.39098357868969497
6233,Fulton,2020-04-16,13.8,0.15639343147587798
44324,Lawrence,2020-04-16,70.2,0.7955665862033793
6238,Northumberland,2020-04-16,69.4,0.7865003003207198
34360,Fayette,2020-04-16,51.1,0.5791090107548815
47978,Dauphin,2020-04-16,111.4,1.2624803091603485
13359,Juniata,2020-04-16,258.5,2.929543625834381
45280,Clearfield,2020-04-16,12.6,0.1427940026518886
34759,Lycoming,2020-04-16,29.1,0.3297861489817427
11891,Wyoming,2020-04-16,63.4,0.7185031562007728
41337,Carbon,2020-04-16,183.9,2.0841124672763742
15691,Schuylkill,2020-04-16,174.0,1.9719171794784616
41357,Bradford,2020-04-16,33.2,0.3762508641303732
40545,York,2020-04-16,101.3,1.148018449891771
32411,Lebanon,2020-04-16,300.4,3.404390348938677
7023,Mifflin,2020-04-16,39.0,0.4419814367796552
17827,Chester,2020-04-16,139.6,1.582066886524099
40340,Columbia,2020-04-16,261.7,2.9658087693650197
44836,Allegheny,2020-04-16,77.9,0.882829587823978
42873,Beaver,2020-04-16,108.6,1.2307483085710398
36617,Perry,2020-04-16,41.1,0.4657804372216366
42627,Lehigh,2020-04-16,566.7,6.42233026212899
46298,Greene,2020-04-16,66.2,0.7502351567900813
32828,Lancaster,2020-04-16,189.1,2.1430433255136614
40999,Montour,2020-04-16,257.8,2.921610625687054
8282,Montgomery,2020-04-16,330.6,3.746642641009077
44537,Franklin,2020-04-16,58.1,0.6584390122281529
47254,Berks,2020-04-16,365.2,4.138759505434105
7203,Forest,2020-04-16,96.6,1.0947540203311459
48028,Huntingdon,2020-04-16,26.6,0.3014540055984315
44609,Butler,2020-04-16,80.9,0.9168281598839515
8154,Cameron,2020-04-16,22.5,0.25498929044980106
45245,Lawrence,2020-04-17,71.3,0.7641523589051078
8979,Sullivan,2020-04-17,16.5,0.17683750241142043
31147,Adams,2020-04-17,72.8,0.7802284954879641
43640,Perry,2020-04-17,43.2,0.4629927335862644
30125,Allegheny,2020-04-17,82.7,0.8863309969348164
45374,Westmoreland,2020-04-17,80.0,0.8573939510856748
44157,Bradford,2020-04-17,39.8,0.4265534906651232
11282,Cameron,2020-04-17,22.5,0.24114204874284606
48279,Greene,2020-04-17,66.2,0.7094934945233959
44291,Venango,2020-04-17,11.8,0.12646560778513705
2173,Philadelphia,2020-04-17,566.4,6.070349173686578
44616,Lycoming,2020-04-17,31.8,0.3408140955565558
11989,Bedford,2020-04-17,29.2,0.31294879214627136
44387,Northampton,2020-04-17,459.2,4.921441279231773
45906,Cumberland,2020-04-17,69.5,0.74486099500568
44734,Washington,2020-04-17,38.2,0.40940561164340983
28798,Chester,2020-04-17,149.3,1.600111461213641
45609,Lebanon,2020-04-17,325.1,3.4842346687244117
37776,Butler,2020-04-17,82.0,0.8788287998628168
7711,Snyder,2020-04-17,76.8,0.8230981930422478
7751,Mifflin,2020-04-17,43.3,0.4640644760251215
46741,Clearfield,2020-04-17,12.6,0.1350395472959938
7864,Fulton,2020-04-17,13.8,0.14790045656227893
33834,Crawford,2020-04-17,20.1,0.21542023021027584
42622,Fayette,2020-04-17,51.1,0.5476603862559748
33370,Union,2020-04-17,44.5,0.47692538529140666
43414,Somerset,2020-04-17,23.1,0.24757250337598863
13111,Juniata,2020-04-17,266.5,2.8561935995541545
42704,Clinton,2020-04-17,28.5,0.3054465950742717
48034,Indiana,2020-04-17,54.7,0.5862431140548302
6035,Northumberland,2020-04-17,78.2,0.8381025871862472
46328,Jefferson,2020-04-17,4.6,0.049300152187426304
42780,Pike,2020-04-17,544.7,5.83778106445459
42834,York,2020-04-17,105.6,1.131760015433091
42685,Lehigh,2020-04-17,579.2,6.207532205860287
13007,Armstrong,2020-04-17,55.6,0.595888796004544
14112,Delaware,2020-04-17,409.2,4.385570059803227
41812,Luzerne,2020-04-17,538.4,5.770261290806592
6618,Wyoming,2020-04-17,63.4,0.6794847062353974
37538,Dauphin,2020-04-17,123.6,1.3246736544273676
38456,Blair,2020-04-17,10.7,0.11467644095770901
47614,Franklin,2020-04-17,67.1,0.7191391764731098
38690,Bucks,2020-04-17,263.9,2.82832829614387
38743,Wayne,2020-04-17,144.1,1.544380854393072
41848,Columbia,2020-04-17,284.8,3.0523224658650028
6948,Forest,2020-04-17,96.6,1.0353031959359524
40460,Clarion,2020-04-17,46.8,0.5015754613851198
36489,Mercer,2020-04-17,52.1,0.5583778106445457
21339,Schuylkill,2020-04-17,180.4,1.933423359698197
47201,Erie,2020-04-17,23.4,0.2507877306925599
41450,Carbon,2020-04-17,211.9,2.2710222279381815
47071,Lackawanna,2020-04-17,295.2,3.1637836795061403
47379,McKean,2020-04-17,12.3,0.1318243199794225
46206,Tioga,2020-04-17,34.5,0.3697511414056973
46451,Centre,2020-04-17,45.0,0.4822840974856921
43311,Beaver,2020-04-17,173.2,1.856257904100486
43188,Berks,2020-04-17,415.8,4.456305060767796
12787,Susquehanna,2020-04-17,138.9,1.488650247572503
12868,Potter,2020-04-17,24.2,0.25936167020341666
31737,Lancaster,2020-04-17,204.7,2.1938567723404705
8558,Elk,2020-04-17,10.0,0.10717424388570936
46119,Monroe,2020-04-17,556.2,5.961031444923155
5098,Montgomery,2020-04-17,343.7,3.683578762351831
31730,Montour,2020-04-17,257.8,2.7629520073735874
8610,Huntingdon,2020-04-17,26.6,0.2850834887359869
12724,Warren,2020-04-17,2.6,0.027865303410284432
12640,Cambria,2020-04-17,13.1,0.14039825949027926
6555,Philadelphia,2020-04-18,587.0,6.071576334298717
44862,Crawford,2020-04-18,20.1,0.20790235829540754
12614,Bedford,2020-04-18,31.3,0.32374844848986345
40194,Clearfield,2020-04-18,15.1,0.15618535374431114
13344,Cambria,2020-04-18,14.6,0.1510136532892015
13338,Armstrong,2020-04-18,58.7,0.6071576334298717
42182,Greene,2020-04-18,66.2,0.6847331402565163
35595,Luzerne,2020-04-18,548.2,5.67025237898221
46775,Lehigh,2020-04-18,596.2,6.166735622672736
40105,Tioga,2020-04-18,34.5,0.35684733140256514
36633,Mercer,2020-04-18,53.9,0.5575093090608192
6301,Northumberland,2020-04-18,78.2,0.8088539511791477
6180,Mifflin,2020-04-18,45.5,0.47062474141497723
40679,Lawrence,2020-04-18,71.3,0.7374844848986347
8496,Elk,2020-04-18,10.0,0.1034340091021928
47876,Beaver,2020-04-18,176.3,1.823541580471659
41702,Somerset,2020-04-18,24.5,0.2534133223003724
15977,Schuylkill,2020-04-18,185.3,1.9166321886636326
11388,Wyoming,2020-04-18,67.2,0.6950765411667357
16151,Delaware,2020-04-18,425.8,4.404220107571369
45573,Washington,2020-04-18,39.6,0.4095986760446835
44344,York,2020-04-18,109.3,1.1305337194869673
11666,Sullivan,2020-04-18,16.5,0.17066611501861811
46920,Blair,2020-04-18,10.7,0.11067438973934629
11751,Warren,2020-04-18,2.6,0.02689284236657013
13939,Chester,2020-04-18,155.4,1.6073645014480762
42066,Clinton,2020-04-18,28.5,0.2947869259412495
36391,Clarion,2020-04-18,46.8,0.48407116259826233
34932,Lebanon,2020-04-18,342.8,3.5457178320231693
40935,Northampton,2020-04-18,473.7,4.899669011170873
43510,Adams,2020-04-18,77.7,0.8036822507240381
40892,Butler,2020-04-18,82.5,0.8533305750930906
45719,Lackawanna,2020-04-18,303.8,3.1423251965246175
30653,Bradford,2020-04-18,41.4,0.4282167976830782
41814,Franklin,2020-04-18,71.6,0.7405875051717004
46026,Pike,2020-04-18,555.5,5.74575920562681
43358,Lancaster,2020-04-18,218.1,2.255895738518825
39408,McKean,2020-04-18,12.3,0.12722383119569713
8782,Susquehanna,2020-04-18,148.8,1.539098055440629
12811,Forest,2020-04-18,96.6,0.9991725279271825
38414,Fayette,2020-04-18,51.1,0.5285477865122052
38286,Columbia,2020-04-18,310.9,3.2157633429871737
38170,Centre,2020-04-18,45.0,0.4654530409598676
42794,Wayne,2020-04-18,144.1,1.4904840711625982
13091,Juniata,2020-04-18,282.7,2.9240794373189907
46305,Carbon,2020-04-18,218.1,2.255895738518825
42832,Westmoreland,2020-04-18,81.1,0.8388498138187835
30926,Union,2020-04-18,44.5,0.46028134050475794
6659,Potter,2020-04-18,24.2,0.2503103020273066
37804,Venango,2020-04-18,11.8,0.1220521307405875
45251,Jefferson,2020-04-18,4.6,0.047579644187008684
12985,Lycoming,2020-04-18,32.7,0.3382292097641705
42905,Montour,2020-04-18,257.8,2.6665287546545304
12962,Huntingdon,2020-04-18,28.8,0.29788994621431525
47657,Dauphin,2020-04-18,131.9,1.3642945800579231
42660,Perry,2020-04-18,43.2,0.4468349193214729
46669,Cumberland,2020-04-18,73.4,0.7592056268100953
42400,Berks,2020-04-18,451.4,4.669011170872983
6839,Cameron,2020-04-18,22.5,0.2327265204799338
46472,Allegheny,2020-04-18,85.0,0.8791890773686388
12603,Fulton,2020-04-18,13.8,0.14273893256102607
33484,Bucks,2020-04-18,279.8,2.8940835746793545
45079,Indiana,2020-04-18,59.5,0.6154323541580472
9613,Montgomery,2020-04-18,359.1,3.7143152668597437
13239,Snyder,2020-04-18,76.8,0.7943731899048407
4487,Monroe,2020-04-18,566.7,5.861605295821267
47581,Erie,2020-04-18,23.4,0.24203558129913116
45211,Mercer,2020-04-19,53.9,0.5449012808718421
44593,Washington,2020-04-19,40.1,0.4053903777914818
45995,Westmoreland,2020-04-19,82.0,0.8289778298977932
39901,Dauphin,2020-04-19,138.7,1.4021856708149256
1196,Susquehanna,2020-04-19,156.2,1.5791016710979913
21501,Schuylkill,2020-04-19,189.6,1.9167584944953853
45612,Allegheny,2020-04-19,85.7,0.8663829271004985
45441,Greene,2020-04-19,66.2,0.669247955356511
39198,McKean,2020-04-19,12.3,0.12434667448466898
7351,Mifflin,2020-04-19,45.5,0.4599816007359706
47167,Clarion,2020-04-19,46.8,0.47312393218556975
41233,Beaver,2020-04-19,182.4,1.8439701972360667
41114,Cumberland,2020-04-19,74.2,0.7501238412001983
124,Philadelphia,2020-04-19,602.0,6.0859104097374574
38132,Berks,2020-04-19,462.5,4.675637150338162
217,Northumberland,2020-04-19,84.8,0.8572843899430836
41104,Fayette,2020-04-19,51.8,0.5236713608378742
7270,Elk,2020-04-19,10.0,0.10109485730460893
38896,Chester,2020-04-19,164.0,1.6579556597955865
40998,Venango,2020-04-19,11.8,0.11929193161943853
1126,Wyoming,2020-04-19,67.2,0.6793574410869719
47393,Crawford,2020-04-19,20.1,0.20320066318226396
44827,Lehigh,2020-04-19,606.5,6.131403095524531
40634,Lawrence,2020-04-19,71.3,0.7208063325818617
9374,Cameron,2020-04-19,22.5,0.22746342893537008
9384,Warren,2020-04-19,2.6,0.02628466289919832
40598,Blair,2020-04-19,11.5,0.11625908590030026
37481,Tioga,2020-04-19,34.5,0.3487772577009008
31164,Montour,2020-04-19,257.8,2.606225421312818
39797,Luzerne,2020-04-19,554.8,5.6087426832597025
43577,Erie,2020-04-19,24.1,0.2436386061041075
42246,Clinton,2020-04-19,28.5,0.28812034331813546
42121,Union,2020-04-19,46.7,0.4721129836125237
43205,Indiana,2020-04-19,60.7,0.6136457838389762
44246,Adams,2020-04-19,81.5,0.8239230870325628
8106,Montgomery,2020-04-19,373.7,3.7779148174732358
43970,York,2020-04-19,112.0,1.13226240181162
42129,Columbia,2020-04-19,320.2,3.237057330893578
11846,Potter,2020-04-19,24.2,0.2446495546771536
42149,Perry,2020-04-19,43.2,0.4367297835559106
8957,Huntingdon,2020-04-19,28.8,0.2911531890372737
